age,education_level,gender,stem_interest_score,creativity_score,social_skills_score,analytical_skills_score,problem_solving_score,technical_aptitude_score,communication_score,leadership_potential_score,career_category,specific_career,annual_salary_expectation,work_environment_preference,job_growth_interest,work_life_balance_score,global_mobility_score
36,Bachelor's,Female,70,62,52,43,80,93,43,71,Creative,Graphic Designer,60913,Remote,84,46,38
24,Bachelor's,Male,81,69,63,44,67,0,59,53,Business,Startup Founder,102727,Hybrid,33,22,58
23,PhD,Female,91,46,70,73,58,70,8,45,Social Sciences,Social Worker,68620,Travel-based,57,0,15
35,Bachelor's,Male,50,53,53,57,31,36,49,50,Education,Teacher,89244,Remote,53,38,72
33,Master's,Female,90,53,58,38,44,80,52,49,Media and Communication,Broadcast Journalist,86194,Hybrid,53,60,100
28,Bachelor's,Non-Binary,66,21,59,36,13,30,51,78,Technology,Cybersecurity Analyst,114166,Hybrid,63,78,44
20,Bachelor's,Male,50,20,66,66,32,53,53,67,Technology,Blockchain Developer,45497,On-site,86,35,62
46,Bachelor's,Male,37,74,19,72,79,57,46,56,Science,Biologist,79904,On-site,96,48,100
28,Bachelor's,Male,82,90,58,56,31,28,56,79,Healthcare,Physical Therapist,66696,Travel-based,75,49,94
37,Associate Degree,Female,48,9,38,54,48,63,65,45,Media and Communication,Social Media Manager,44336,On-site,58,41,81
27,Bachelor's,Female,65,76,47,55,59,86,15,65,Arts and Performance,Opera Singer,94787,Travel-based,85,68,43
41,Bachelor's,Male,93,53,51,46,61,49,50,50,Science,Chemical Engineer,97543,Remote,64,57,38
41,Bachelor's,Male,52,42,81,48,62,36,9,39,Engineering,Electrical Engineer,129059,Remote,52,17,45
20,Master's,Female,80,40,50,66,60,65,68,15,Creative,Fashion Designer,61548,Flexible,57,32,73
22,High School,Female,42,43,31,29,56,34,38,6,Media and Communication,Journalist,65156,Hybrid,52,99,69
35,Bachelor's,Male,50,24,0,39,19,53,54,31,Arts and Performance,Composer,108254,Remote,61,49,85
50,Bachelor's,Male,26,34,48,19,86,54,34,59,Creative,Interior Designer,48745,Hybrid,41,63,44
50,PhD,Female,23,84,33,66,59,63,65,18,Business,Product Manager,90679,Remote,44,46,23
20,Bachelor's,Male,45,6,55,25,33,4,83,21,Media and Communication,Media Strategist,59930,Remote,100,53,14
38,Master's,Female,36,49,39,48,65,43,54,55,Technology,DevOps Engineer,69244,Hybrid,84,53,35
43,High School,Female,27,45,35,66,41,94,54,74,Science,Physicist,103485,Remote,49,40,50
35,Associate Degree,Male,71,43,33,86,27,53,36,31,Education,Educational Psychologist,97177,Travel-based,25,75,46
40,Master's,Male,36,12,88,62,55,75,55,34,Arts and Performance,Choreographer,69989,Hybrid,45,57,36
25,Master's,Male,68,57,40,29,42,16,53,69,Culinary and Hospitality,Catering Manager,112114,On-site,56,100,28
24,Bachelor's,Female,27,53,31,38,41,35,34,1,Engineering,Chemical Process Engineer,61080,Remote,77,62,51
49,Bachelor's,Male,50,77,95,100,26,26,41,53,Science,Environmental Scientist,48901,Flexible,58,92,63
35,Master's,Male,20,50,26,17,31,58,58,52,Finance and Economics,Credit Analyst,91131,Hybrid,71,80,68
36,High School,Non-Binary,47,7,73,58,26,79,38,48,Arts and Performance,Professional Musician,125061,Remote,63,80,54
50,Bachelor's,Female,34,76,5,28,56,42,49,51,Media and Communication,Podcast Producer,91964,Remote,57,36,28
48,Bachelor's,Prefer Not to Say,46,64,59,38,10,74,30,42,Creative,Music Producer,113859,Travel-based,70,57,49
34,Master's,Female,70,62,35,27,34,49,25,52,Finance and Economics,Economist,42815,On-site,12,57,0
32,Master's,Female,71,12,24,47,29,29,61,40,Media and Communication,Public Relations Specialist,151252,Remote,93,30,8
30,Bachelor's,Male,52,40,60,33,39,59,79,65,Technology,Blockchain Developer,66310,Remote,31,85,44
36,High School,Female,58,44,34,75,63,76,31,36,Business,Financial Analyst,90427,Hybrid,60,84,49
35,Master's,Non-Binary,70,47,66,59,32,32,41,23,Social Sciences,Political Scientist,84058,Remote,55,50,80
50,Associate Degree,Female,31,31,75,63,47,67,56,26,Culinary and Hospitality,Food Scientist,117548,On-site,61,12,39
40,Master's,Female,54,16,42,57,34,43,58,51,Media and Communication,Communications Consultant,56325,On-site,60,81,58
35,Bachelor's,Female,77,41,15,59,35,24,50,69,Healthcare,Physical Therapist,105457,Flexible,86,49,60
28,Bachelor's,Male,28,30,66,63,31,93,28,70,Education,School Administrator,61908,Flexible,55,90,52
32,Bachelor's,Female,72,26,13,57,62,89,22,47,Social Sciences,Sociologist,79137,Hybrid,86,83,52
29,Bachelor's,Female,67,25,20,45,0,52,15,56,Media and Communication,Journalist,93092,Travel-based,74,64,49
32,Master's,Female,87,58,65,71,63,91,53,50,Media and Communication,Public Relations Specialist,63063,Remote,84,47,45
26,Master's,Female,51,61,53,32,64,48,0,30,Arts and Performance,Choreographer,100783,Remote,86,88,80
27,Bachelor's,Male,45,75,59,51,46,73,72,63,Finance and Economics,Corporate Treasurer,105790,Flexible,48,61,43
26,Bachelor's,Female,21,75,36,58,47,100,59,13,Education,University Professor,78972,Remote,57,84,42
37,Bachelor's,Male,54,37,40,52,3,21,83,57,Technology,Cloud Solutions Architect,83311,Hybrid,90,50,16
50,Bachelor's,Male,88,32,40,21,33,46,43,91,Technology,Software Engineer,68096,Remote,77,34,49
22,Master's,Female,72,44,22,8,30,55,58,40,Social Sciences,Sociologist,-2812,On-site,76,79,27
48,High School,Prefer Not to Say,76,24,39,64,37,52,36,28,Arts and Performance,Sound Engineer,85413,Flexible,95,42,69
40,High School,Male,82,66,65,48,100,52,11,55,Social Sciences,Anthropologist,106775,On-site,66,40,70
26,Professional Degree,Female,53,37,66,61,100,41,44,47,Business,Supply Chain Manager,76710,Remote,100,58,71
41,Bachelor's,Female,40,35,71,51,50,38,49,37,Engineering,Software Engineering Manager,79757,Travel-based,66,87,64
36,Bachelor's,Female,50,31,12,34,47,35,66,45,Healthcare,Nurse Practitioner,89222,Hybrid,64,97,39
39,PhD,Male,71,62,9,60,30,44,64,28,Technology,AI Research Scientist,150128,Hybrid,71,83,43
50,High School,Female,74,38,24,52,38,82,45,44,Social Sciences,Community Development Manager,49773,On-site,79,32,58
41,Bachelor's,Male,35,69,45,21,81,32,60,59,Education,Educational Consultant,55894,Remote,100,68,57
45,Master's,Female,60,23,30,63,10,57,23,33,Science,Geneticist,118491,Flexible,77,32,55
40,Bachelor's,Male,53,64,59,0,68,66,43,11,Education,Educational Psychologist,71785,Flexible,74,65,57
46,Bachelor's,Female,98,53,57,34,40,47,74,66,Education,Teacher,27788,Travel-based,92,99,20
49,Bachelor's,Male,51,0,35,57,32,54,88,79,Healthcare,Psychologist,70160,Flexible,85,76,49
35,Bachelor's,Female,51,19,36,65,28,55,58,59,Healthcare,Nurse Practitioner,66286,Hybrid,41,71,63
26,Bachelor's,Male,65,26,29,29,13,27,70,36,Media and Communication,Content Creator,100316,Hybrid,33,25,40
45,Bachelor's,Female,21,42,42,39,49,66,49,38,Creative,Art Director,64915,Remote,71,69,54
27,Professional Degree,Male,33,66,59,65,63,32,70,44,Finance and Economics,Economist,94395,On-site,77,79,47
43,Master's,Female,17,18,63,57,34,57,22,100,Finance and Economics,Cryptocurrency Analyst,87269,Hybrid,58,86,62
22,Professional Degree,Male,48,33,34,22,55,42,61,59,Education,Educational Consultant,109711,Travel-based,45,65,100
40,Bachelor's,Male,49,23,22,59,64,29,69,56,Social Sciences,Political Scientist,80247,Travel-based,100,84,72
24,High School,Non-Binary,98,32,49,39,42,100,41,67,Social Sciences,Political Scientist,68675,Travel-based,75,55,69
41,Master's,Male,36,100,64,45,36,52,26,86,Culinary and Hospitality,Hospitality Manager,116379,Remote,56,69,48
23,Associate Degree,Female,47,53,61,20,41,0,26,64,Business,Supply Chain Manager,75262,Hybrid,71,79,27
46,High School,Female,81,53,45,21,52,91,76,53,Media and Communication,Technical Writer,74286,On-site,73,66,36
37,High School,Female,70,69,60,30,31,32,55,9,Social Sciences,Sociologist,105005,Hybrid,63,60,78
28,Bachelor's,Male,66,56,45,38,52,44,66,75,Healthcare,Psychiatrist,125442,Remote,73,33,25
24,Master's,Male,70,57,94,45,72,21,78,69,Media and Communication,Podcast Producer,82029,Remote,47,92,72
29,Bachelor's,Male,15,32,59,49,46,34,15,54,Science,Biologist,81497,Remote,100,68,30
47,Master's,Male,20,48,79,46,45,72,70,69,Education,Corporate Trainer,129842,Remote,69,55,63
31,Master's,Female,75,91,92,43,45,29,52,29,Technology,DevOps Engineer,96699,On-site,34,49,64
50,Master's,Male,28,31,25,37,32,33,1,53,Science,Geneticist,99590,Remote,60,65,95
23,Bachelor's,Male,48,59,40,51,88,42,12,67,Education,Educational Consultant,97829,Hybrid,50,66,16
39,Bachelor's,Female,88,46,72,25,20,90,56,63,Media and Communication,Content Creator,109753,Remote,83,83,39
22,Bachelor's,Male,80,76,24,54,45,78,22,100,Social Sciences,Anthropologist,126625,Hybrid,66,57,65
34,Master's,Female,40,32,55,47,40,41,62,34,Finance and Economics,Cryptocurrency Analyst,92417,Hybrid,49,55,68
35,Bachelor's,Female,59,70,35,39,36,37,58,62,Creative,Interior Designer,42840,Remote,83,81,48
37,Bachelor's,Female,51,24,46,26,60,41,40,19,Engineering,Robotics Engineer,87609,Hybrid,55,81,45
20,Master's,Female,39,43,56,43,36,20,51,34,Business,Human Resources Manager,101863,On-site,65,86,53
37,Professional Degree,Male,32,26,50,61,11,40,87,60,Finance and Economics,Risk Manager,71263,Remote,89,91,37
41,Bachelor's,Female,48,25,73,100,19,78,41,43,Culinary and Hospitality,Sommelier,83886,Remote,38,65,26
40,Bachelor's,Female,95,37,47,48,70,58,68,40,Healthcare,Physical Therapist,105024,Flexible,46,69,0
32,Professional Degree,Female,65,19,72,48,79,32,14,49,Technology,User Experience Designer,50935,On-site,38,72,63
32,Bachelor's,Female,60,59,81,43,13,74,54,56,Technology,Data Scientist,146809,Travel-based,94,75,75
41,Master's,Male,37,45,62,36,68,53,58,79,Creative,Animator,82522,Hybrid,67,67,51
38,Bachelor's,Male,77,38,36,76,39,54,38,16,Science,Forensic Scientist,83138,Hybrid,40,64,72
36,PhD,Female,35,0,48,60,74,85,63,69,Science,Chemical Engineer,123021,Flexible,63,34,82
42,Bachelor's,Non-Binary,62,79,47,35,40,68,12,0,Technology,DevOps Engineer,85554,Remote,44,78,55
20,Professional Degree,Male,37,57,38,68,31,40,64,42,Business,Business Intelligence Analyst,60132,Remote,77,53,37
40,Master's,Female,55,38,46,82,22,88,52,46,Science,Physicist,126410,Flexible,100,79,9
46,Master's,Female,8,65,83,81,22,70,86,51,Media and Communication,Journalist,111616,On-site,67,31,67
23,High School,Male,70,35,58,81,17,68,46,46,Technology,Machine Learning Engineer,49749,Travel-based,34,70,35
47,Bachelor's,Female,43,61,40,27,63,57,45,56,Healthcare,Doctor/Physician,303772,Remote,85,41,71
31,Master's,Male,51,81,76,90,34,33,53,58,Education,Educational Consultant,123022,Hybrid,68,57,42
23,High School,Male,28,55,100,30,44,98,40,59,Healthcare,Veterinarian,75722,Hybrid,60,98,31
20,Bachelor's,Female,81,38,32,41,69,52,34,58,Social Sciences,Sociologist,77957,Hybrid,90,76,50
33,Master's,Male,82,35,34,32,45,50,23,52,Finance and Economics,Cryptocurrency Analyst,69365,Hybrid,81,71,21
24,PhD,Male,44,72,86,59,47,40,68,73,Creative,Music Producer,66789,Hybrid,53,37,68
33,Bachelor's,Female,70,56,56,57,59,48,63,37,Business,Financial Analyst,128474,Flexible,85,73,67
40,Bachelor's,Female,73,5,67,90,38,35,76,31,Arts and Performance,Professional Musician,61031,On-site,88,47,53
27,High School,Female,57,56,83,73,39,25,67,37,Arts and Performance,Dancer,105370,Remote,57,53,29
35,Bachelor's,Female,50,54,63,45,35,13,52,47,Science,Physicist,110679,Hybrid,92,46,51
20,Bachelor's,Female,43,69,82,34,78,23,73,44,Technology,Cloud Solutions Architect,75703,On-site,67,91,41
20,Bachelor's,Male,15,60,70,62,25,60,30,58,Education,Special Education Specialist,129056,Remote,67,83,57
33,Bachelor's,Female,51,23,42,44,44,55,20,27,Media and Communication,Communications Consultant,103491,Hybrid,63,83,10
37,High School,Male,81,47,63,51,48,45,64,35,Technology,Machine Learning Engineer,90784,Remote,34,37,51
35,Bachelor's,Male,25,63,14,89,43,33,44,61,Finance and Economics,Risk Manager,41839,Hybrid,46,78,45
38,Master's,Non-Binary,70,72,53,69,88,74,68,34,Social Sciences,Sociologist,104519,Flexible,95,79,59
39,Bachelor's,Female,48,29,44,54,56,55,69,67,Healthcare,Veterinarian,96501,Hybrid,100,59,33
38,Bachelor's,Prefer Not to Say,44,61,62,62,77,58,77,55,Finance and Economics,Real Estate Appraiser,112654,Hybrid,86,90,74
50,Master's,Female,72,33,55,45,91,75,91,35,Media and Communication,Journalist,32236,Hybrid,62,82,23
50,Bachelor's,Prefer Not to Say,30,50,74,67,94,50,41,28,Social Sciences,Cultural Researcher,31107,On-site,100,53,28
35,PhD,Non-Binary,100,33,41,34,37,67,61,68,Social Sciences,Social Worker,54745,Travel-based,60,87,72
36,Bachelor's,Male,100,65,52,63,38,55,69,49,Science,Physicist,75413,Hybrid,43,45,48
29,Master's,Female,22,25,27,69,80,19,82,27,Science,Biologist,116576,Flexible,47,75,55
20,Bachelor's,Male,34,59,89,29,48,35,50,11,Finance and Economics,Corporate Treasurer,112515,Remote,65,90,50
37,Bachelor's,Male,73,53,53,34,39,30,35,75,Healthcare,Dentist,96855,Hybrid,64,96,25
49,Bachelor's,Female,53,50,35,19,65,57,58,38,Engineering,Chemical Process Engineer,114463,Remote,46,57,66
29,Associate Degree,Male,22,54,68,44,37,43,96,74,Science,Astronomer,84618,Hybrid,52,75,56
24,Bachelor's,Male,39,31,38,48,49,38,60,46,Creative,Animator,105786,Hybrid,59,64,35
50,Bachelor's,Non-Binary,46,48,62,66,68,86,63,49,Education,Curriculum Developer,129520,Flexible,42,49,47
27,PhD,Female,46,33,42,86,44,58,17,28,Healthcare,Psychologist,91642,Remote,64,79,83
40,Master's,Male,0,55,29,66,6,37,49,35,Creative,Film Director,84265,Flexible,51,52,68
44,Bachelor's,Female,55,56,32,0,32,30,38,33,Creative,Film Director,117285,Remote,87,62,68
26,PhD,Male,51,81,18,77,30,56,58,54,Technology,Software Engineer,80815,Travel-based,77,100,44
33,Associate Degree,Male,61,68,49,59,53,86,43,36,Finance and Economics,Economist,96765,Hybrid,67,78,31
34,Bachelor's,Male,99,75,70,61,36,55,62,54,Creative,Video Game Designer,93204,Remote,59,62,42
42,Associate Degree,Male,10,77,24,29,58,61,92,56,Engineering,Electrical Engineer,132715,Remote,100,59,54
33,Associate Degree,Prefer Not to Say,61,49,48,88,31,3,56,74,Arts and Performance,Composer,107572,Remote,72,64,60
41,High School,Male,61,11,52,19,49,40,71,55,Creative,Art Director,116565,On-site,38,69,46
26,Master's,Female,76,41,7,79,72,64,52,83,Technology,DevOps Engineer,105865,Remote,72,85,81
31,Professional Degree,Male,25,60,62,43,62,43,67,32,Science,Physicist,109864,Remote,47,39,45
45,Master's,Female,17,45,22,0,57,46,22,40,Finance and Economics,Securities Trader,79040,Hybrid,62,69,43
29,Associate Degree,Male,38,38,35,30,42,37,29,65,Media and Communication,Media Strategist,86994,Remote,56,85,50
46,Master's,Male,85,47,40,57,53,40,59,69,Education,Corporate Trainer,39012,Remote,53,44,100
37,Bachelor's,Female,95,39,29,61,45,63,49,33,Culinary and Hospitality,Sommelier,139607,Remote,89,100,0
28,Bachelor's,Female,87,23,70,8,27,27,35,50,Culinary and Hospitality,Sommelier,98904,Hybrid,71,43,9
39,Master's,Female,53,69,48,70,34,36,78,77,Social Sciences,Urban Planner,55911,Remote,97,71,32
48,Bachelor's,Prefer Not to Say,49,97,59,28,44,50,52,75,Arts and Performance,Stage Designer,103070,On-site,60,41,23
50,Bachelor's,Female,69,39,74,65,63,48,58,8,Healthcare,Dentist,71736,Flexible,38,86,0
30,PhD,Non-Binary,49,26,0,54,92,43,69,80,Healthcare,Nurse Practitioner,46708,Travel-based,54,22,41
50,Associate Degree,Male,54,66,49,26,64,75,56,60,Media and Communication,Technical Writer,125380,Remote,78,35,64
20,Bachelor's,Female,83,31,58,69,72,14,52,51,Finance and Economics,Corporate Treasurer,128444,Remote,81,89,59
34,High School,Male,54,80,24,68,37,33,70,32,Engineering,Electrical Engineer,14292,Remote,80,68,40
36,PhD,Female,12,36,14,65,78,67,70,40,Culinary and Hospitality,Restaurant Manager,90559,Hybrid,89,71,50
47,Bachelor's,Female,42,22,46,46,56,67,12,37,Technology,Blockchain Developer,78749,Hybrid,60,41,75
40,Bachelor's,Male,38,50,86,86,42,46,38,11,Finance and Economics,Cryptocurrency Analyst,71697,Hybrid,54,81,98
32,Bachelor's,Male,52,27,41,70,53,75,57,28,Science,Biologist,63822,Flexible,45,48,55
23,Bachelor's,Female,60,43,74,32,1,47,83,51,Culinary and Hospitality,Nutritional Consultant,120937,Remote,54,33,18
50,Bachelor's,Female,63,35,73,32,21,33,65,73,Education,Educational Consultant,38297,Hybrid,49,52,13
22,Bachelor's,Female,55,89,66,27,36,40,58,81,Technology,Blockchain Developer,148117,On-site,63,51,81
31,Bachelor's,Male,43,51,43,68,19,39,57,67,Technology,Network Security Specialist,65439,On-site,25,100,24
24,Bachelor's,Male,15,40,45,59,44,59,52,29,Finance and Economics,Financial Planner,134395,Hybrid,100,26,62
44,Bachelor's,Female,79,59,56,52,48,62,40,47,Healthcare,Pharmacist,56227,Hybrid,71,36,59
40,Bachelor's,Female,62,65,46,60,40,11,61,56,Finance and Economics,Securities Trader,36905,Hybrid,68,80,49
44,Master's,Male,60,47,17,29,60,17,44,51,Engineering,Automotive Engineer,113884,Hybrid,76,83,62
27,Master's,Female,38,31,62,36,42,50,83,63,Social Sciences,International Relations Specialist,134539,On-site,82,45,53
20,Associate Degree,Female,32,30,79,75,37,37,51,51,Engineering,Environmental Engineer,41392,Remote,95,41,45
20,Bachelor's,Male,15,59,25,40,51,64,46,86,Engineering,Electrical Engineer,93357,Hybrid,100,60,74
46,Master's,Non-Binary,51,63,45,45,24,34,91,26,Education,School Administrator,83188,Remote,78,47,48
30,Professional Degree,Male,59,73,75,45,62,27,36,27,Media and Communication,Communications Consultant,39379,Hybrid,62,59,33
20,Bachelor's,Female,77,39,70,40,26,74,52,88,Culinary and Hospitality,Food Scientist,115144,Hybrid,90,51,41
37,Associate Degree,Female,100,44,25,30,45,80,46,81,Culinary and Hospitality,Food Scientist,96615,Flexible,78,69,72
43,Master's,Male,39,39,57,89,19,9,45,71,Arts and Performance,Theatre Director,87373,Remote,35,61,27
41,Associate Degree,Non-Binary,44,48,59,54,39,71,66,15,Finance and Economics,Credit Analyst,46958,Hybrid,81,55,28
31,Bachelor's,Male,47,37,57,64,93,46,21,40,Engineering,Aerospace Engineer,40536,Remote,55,77,35
30,Bachelor's,Non-Binary,28,54,48,66,41,61,40,27,Culinary and Hospitality,Restaurant Manager,138646,Travel-based,73,49,18
27,Master's,Female,42,1,79,77,52,56,25,26,Technology,User Experience Designer,116831,Remote,62,26,47
38,Bachelor's,Male,70,18,87,73,60,68,69,56,Business,Financial Analyst,121354,Remote,96,89,41
20,Professional Degree,Female,59,64,16,56,34,58,48,31,Media and Communication,Podcast Producer,93099,Travel-based,96,82,42
26,Professional Degree,Male,50,40,45,93,59,56,60,59,Technology,Blockchain Developer,41069,Hybrid,100,23,96
41,Professional Degree,Male,54,44,100,62,50,39,37,51,Technology,AI Research Scientist,65631,Remote,90,41,64
45,Master's,Female,49,62,63,21,85,45,64,64,Business,Business Intelligence Analyst,110211,Hybrid,71,10,37
42,Bachelor's,Female,52,75,52,78,30,47,38,58,Science,Biologist,76357,On-site,61,54,45
35,Master's,Male,10,4,51,0,46,42,61,37,Science,Biologist,52131,Travel-based,64,91,67
50,Master's,Male,36,49,78,39,72,32,0,75,Healthcare,Dentist,52211,On-site,50,69,60
47,Master's,Female,55,48,54,80,64,41,22,62,Education,Online Learning Specialist,124472,On-site,87,42,26
39,Bachelor's,Prefer Not to Say,25,86,71,44,40,52,40,94,Technology,Network Security Specialist,132652,Hybrid,59,52,29
43,Master's,Non-Binary,64,49,31,49,27,50,65,84,Science,Marine Biologist,69256,On-site,75,38,45
20,High School,Male,31,16,21,37,83,57,51,77,Culinary and Hospitality,Catering Manager,70809,Hybrid,57,68,60
22,Professional Degree,Male,38,44,57,49,43,32,58,40,Science,Physicist,95093,Remote,85,67,12
41,Master's,Female,46,68,25,48,46,71,10,29,Social Sciences,Human Rights Advocate,109433,Travel-based,56,95,1
38,Associate Degree,Female,78,56,79,40,43,66,41,62,Business,Supply Chain Manager,37633,Remote,63,84,67
38,Associate Degree,Female,45,52,56,39,46,26,40,19,Media and Communication,Podcast Producer,57526,On-site,100,62,46
